Results of cspell linter (version 6.18.1)
See documentation on https://megalinter.io/6.18.0/descriptors/spell_cspell/
-----------------------------------------------

❌ [ERROR] for workspace /github/workspace
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:64555:349 - Unknown word (Roboto)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:64591:2602 - Unknown word (Echart)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:64591:4593 - Unknown word (techarts)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:64591:4936 - Unknown word (tchartjs)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:64627:133 - Unknown word (Roboto)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:64627:175 - Unknown word (Roboto)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:64663:4525 - Unknown word (techarts)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:64663:4868 - Unknown word (tchartjs)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:64699:765 - Unknown word (nbinput)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:64699:928 - Unknown word (nbbutton)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:64735:51 - Unknown word (Akveo)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:64771:51 - Unknown word (Akveo)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:64951:422 - Unknown word (optgroup)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:64987:197 - Unknown word (fullscreen)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:65023:283 - Unknown word (Raleway)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:65023:4642 - Unknown word (echarts)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:65059:282 - Unknown word (Raleway)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:65059:4678 - Unknown word (techarts)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:65059:4956 - Unknown word (tchartjs)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:65131:4717 - Unknown word (ckeditor)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:65131:4861 - Unknown word (ckeditor)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:65131:5099 - Unknown word (ckeditor)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:65131:5155 - Unknown word (ckeditor)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:65131:9537 - Unknown word (thead)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:65131:10359 - Unknown word (timegrid)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:65131:10430 - Unknown word (timegrid)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:65131:10500 - Unknown word (timegrid)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:65131:10667 - Unknown word (gridcell)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:65131:10681 - Unknown word (timegrid)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:65131:10904 - Unknown word (scrollgrid)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:65131:11061 - Unknown word (timegrid)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:65131:11114 - Unknown word (daygrid)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:65131:12064 - Unknown word (daygrid)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:65131:12574 - Unknown word (daygrid)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:65131:12745 - Unknown word (daygrid)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:65707:764 - Unknown word (Ddescription)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:65959:724 - Unknown word (Dropdwon)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:66103:696 - Unknown word (Dropdwon)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:66211:367 - Unknown word (Dropdwon)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:66211:1419 - Unknown word (Dropdwon)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:68911:689 - Unknown word (Dropdwon)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:69595:212 - Unknown word (dafault)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:69667:3865 - Unknown word (veirify)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:69667:4124 - Unknown word (Currencu)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:70315:365 - Unknown word (Createbutton)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:70351:365 - Unknown word (Createbutton)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:70387:365 - Unknown word (Createbutton)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:70423:365 - Unknown word (Createbutton)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:71179:421 - Unknown word (dafault)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:71323:226 - Unknown word (dafault)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:71863:248 - Unknown word (lable)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:71863:2171 - Unknown word (listitem)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:71899:217 - Unknown word (formcontrolname)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:71899:275 - Unknown word (formcontrolname)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:71899:341 - Unknown word (formcontrolname)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:71899:409 - Unknown word (formcontrolname)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:71899:530 - Unknown word (formcontrolname)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:71899:822 - Unknown word (tbody)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:71935:863 - Unknown word (tbody)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:71971:1020 - Unknown word (Emloyee)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:71971:1315 - Unknown word (tbody)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:72007:819 - Unknown word (Emloyee)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:72043:289 - Unknown word (Emloyee)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:72043:479 - Unknown word (tbody)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:72079:24 - Unknown word (tpostcodeinput)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:72079:760 - Unknown word (tbody)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:72115:29 - Unknown word (Inpu)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:72115:70 - Unknown word (tpostcodeinput)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:72259:290 - Unknown word (Addis)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:72259:296 - Unknown word (Ababa)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:72547:173 - Unknown word (torgname)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:75967:32 - Unknown word (tequipement)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:75967:221 - Unknown word (equipement)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:76039:283 - Unknown word (Sharings)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:78307:223 - Unknown word (darkgray)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:79423:167 - Unknown word (Raleway)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:79459:3671 - Unknown word (echarts)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:79495:166 - Unknown word (Raleway)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:79531:3711 - Unknown word (techarts)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:79531:3989 - Unknown word (tchartjs)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:79639:982 - Unknown word (echarts)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:79819:102 - Unknown word (Raleway)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:79963:593 - Unknown word (echarts)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:81475:304 - Unknown word (REQUETS)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:82015:5695 - Unknown word (techarts)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:82015:6038 - Unknown word (tchartjs)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:82051:5702 - Unknown word (echarts)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:82087:765 - Unknown word (nbinput)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:82087:928 - Unknown word (nbbutton)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:82123:51 - Unknown word (Akveo)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:82159:51 - Unknown word (Akveo)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:82339:422 - Unknown word (optgroup)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:82375:197 - Unknown word (fullscreen)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:82591:4864 - Unknown word (thead)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:82591:5994 - Unknown word (gridcell)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:82591:6231 - Unknown word (scrollgrid)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:82591:6441 - Unknown word (daygrid)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:82699:181 - Unknown word (xlink)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:82699:437 - Unknown word (evenodd)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:83239:765 - Unknown word (nbinput)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:83239:928 - Unknown word (nbbutton)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:83275:51 - Unknown word (Akveo)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:83491:422 - Unknown word (optgroup)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:83527:197 - Unknown word (fullscreen)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:83671:9553 - Unknown word (thead)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:83671:10683 - Unknown word (gridcell)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:83671:10920 - Unknown word (scrollgrid)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:83779:2652 - Unknown word (Fira)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:83779:2774 - Unknown word (tspan)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:83779:2803 - Unknown word (tspan)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:84067:160 - Unknown word (Succes)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:84463:257 - Unknown word (timestamptz)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:84571:48 - Unknown word (timestamptz)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:84571:164 - Unknown word (timestamptz)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:84859:124 - Unknown word (timestamptz)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:84931:384 - Unknown word (Activty)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:85471:232 - Unknown word (Stackoverflow)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:85543:512 - Unknown word (cbff)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:85543:615 - Unknown word (varchar)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:85543:776 - Unknown word (varchar)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:85543:804 - Unknown word (varchar)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:85543:823 - Unknown word (varchar)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:85543:857 - Unknown word (varchar)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:85543:1717 - Unknown word (cbff)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:85579:664 - Unknown word (cbff)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:85615:460 - Unknown word (cbff)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:85615:1656 - Unknown word (cbff)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:85939:157 - Unknown word (ebbb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:85939:232 - Unknown word (eecc)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:85939:250 - Unknown word (cbdd)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:85939:6888 - Unknown word (ebbb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:85939:6997 - Unknown word (eecc)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:85939:7015 - Unknown word (cbdd)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:85975:813 - Unknown word (eecc)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:85975:831 - Unknown word (cbdd)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:85975:904 - Unknown word (ebbb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:85975:7870 - Unknown word (eecc)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:85975:7888 - Unknown word (cbdd)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:85975:8000 - Unknown word (ebbb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86083:695 - Unknown word (bfeec)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86119:64 - Unknown word (bfeec)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86227:1012 - Unknown word (dccb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86263:680 - Unknown word (ddbe)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86263:747 - Unknown word (cfda)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86263:943 - Unknown word (cfda)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86263:1112 - Unknown word (ddbe)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86299:342 - Unknown word (cfda)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86299:491 - Unknown word (ddbe)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86299:987 - Unknown word (dccb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86299:1130 - Unknown word (ecee)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86371:136 - Unknown word (dcde)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86371:284 - Unknown word (dbff)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86371:369 - Unknown word (ecdca)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86371:1374 - Unknown word (dcded)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86407:98 - Unknown word (dcde)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86407:310 - Unknown word (dbff)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86407:426 - Unknown word (ecdca)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86443:369 - Unknown word (ecdca)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86443:450 - Unknown word (dbff)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86443:634 - Unknown word (dcde)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86479:416 - Unknown word (ecdca)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86479:527 - Unknown word (dbff)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86479:776 - Unknown word (dcde)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86515:1012 - Unknown word (ecee)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86551:745 - Unknown word (bfdb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86551:977 - Unknown word (bfdb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86587:722 - Unknown word (bfdb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86587:888 - Unknown word (cfda)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86587:987 - Unknown word (ddbe)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86587:1167 - Unknown word (cfda)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86587:1336 - Unknown word (ddbe)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86623:597 - Unknown word (bfdb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86623:1204 - Unknown word (bfdb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86659:1133 - Unknown word (ecee)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86659:1282 - Unknown word (dccb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86767:70 - Unknown word (dcafa)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86767:80 - Unknown word (ecdeda)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86767:313 - Unknown word (dfbcaa)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86767:1458 - Unknown word (billrate)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86767:1485 - Unknown word (payperiod)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86767:1740 - Unknown word (stackoverflow)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86767:2203 - Unknown word (dcafa)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86767:2213 - Unknown word (ecdeda)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86803:240 - Unknown word (dcafa)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86803:250 - Unknown word (ecdeda)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86803:598 - Unknown word (dfbcaa)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86839:230 - Unknown word (dfbcaa)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86839:485 - Unknown word (dcafa)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86839:495 - Unknown word (ecdeda)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86839:1543 - Unknown word (billrate)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86839:1570 - Unknown word (payperiod)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86839:1825 - Unknown word (stackoverflow)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86839:2264 - Unknown word (dcafa)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86839:2274 - Unknown word (ecdeda)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86875:389 - Unknown word (dfbcaa)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86947:865 - Unknown word (eecc)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86947:883 - Unknown word (cbdd)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:86947:956 - Unknown word (ebbb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:87127:282 - Unknown word (dfbcaa)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:87127:1510 - Unknown word (billrate)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:87127:1537 - Unknown word (payperiod)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:87127:1792 - Unknown word (stackoverflow)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:87562:70 - Unknown word (Altere)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:87703:891 - Unknown word (eafddabdb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:87739:891 - Unknown word (eafddabdb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:87739:1297 - Unknown word (eafddabdb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:87739:2109 - Unknown word (eafddabdb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:87775:891 - Unknown word (eafddabdb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:88171:753 - Unknown word (baafee)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:88171:885 - Unknown word (fecfe)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:88207:156 - Unknown word (fecfe)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:88207:238 - Unknown word (baafee)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:88207:884 - Unknown word (baafee)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:88207:1034 - Unknown word (fecfe)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:88207:2058 - Unknown word (fecfe)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:88207:2191 - Unknown word (baafee)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:88675:1046 - Unknown word (deda)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:88675:1426 - Unknown word (deda)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:88711:1046 - Unknown word (deda)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:88711:1426 - Unknown word (deda)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:88711:1847 - Unknown word (deda)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:88927:497 - Unknown word (ecdca)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:88927:578 - Unknown word (dbff)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:88927:762 - Unknown word (dcde)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:88927:1499 - Unknown word (dcded)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:88999:1416 - Unknown word (dcded)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89035:2515 - Unknown word (dcded)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89107:1336 - Unknown word (dcded)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89251:1263 - Unknown word (aaea)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89287:75 - Unknown word (aaea)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89287:1427 - Unknown word (aaea)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89287:2285 - Unknown word (aaea)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89323:844 - Unknown word (eacb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89539:914 - Unknown word (dcbf)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89575:166 - Unknown word (dcbf)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89575:1091 - Unknown word (dcbf)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89575:2143 - Unknown word (dcbf)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89683:201 - Unknown word (effeb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89719:367 - Unknown word (effeb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89827:844 - Unknown word (eacb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89827:962 - Unknown word (debc)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89827:1067 - Unknown word (eacb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89863:101 - Unknown word (eacb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89863:327 - Unknown word (debc)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89863:725 - Unknown word (debc)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89863:831 - Unknown word (eacb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89863:948 - Unknown word (debc)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89899:234 - Unknown word (debc)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89899:401 - Unknown word (dbac)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89899:410 - Unknown word (dbdb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89899:747 - Unknown word (feebf)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89899:809 - Unknown word (cbfebdb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89899:2400 - Unknown word (dbac)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89899:2409 - Unknown word (dbdb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89935:1498 - Unknown word (dbac)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89935:1507 - Unknown word (dbdb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89935:1978 - Unknown word (feebf)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89935:2072 - Unknown word (cbfebdb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89935:3226 - Unknown word (dbac)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89935:3235 - Unknown word (dbdb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89935:3572 - Unknown word (feebf)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89935:3634 - Unknown word (cbfebdb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89935:5225 - Unknown word (dbac)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89935:5234 - Unknown word (dbdb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89971:1978 - Unknown word (feebf)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:89971:2072 - Unknown word (cbfebdb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:90007:560 - Unknown word (cbfebdb)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:90007:664 - Unknown word (feebf)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:90115:835 - Unknown word (storageprovider)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:90187:233 - Unknown word (cdce)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:90187:320 - Unknown word (afecf)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:90187:494 - Unknown word (fdac)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:90223:1257 - Unknown word (cdce)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:90223:1396 - Unknown word (afecf)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:90223:1684 - Unknown word (fdac)
/github/workspace/megalinter-reports/copy-paste/html/jscpd-report.json:90223:1971 - Unknown word (cdce)
